Name,Rank,Count,X..100K,X..White,X..Black,X..API,X..AIAN,X..2.or.More.Races,X..Hispanic.Origin,Rank.in.2000,Count.in.2000,Change.since.2000,X..Change,Rank.change,Cumulative.proportion...100.000,race
CHIZMAR,42720,507,0.17,96.25,,,0,1.18,2.37,38198,545,-38,-7.0%,-4522,,white
CHLEBOWSKI,45149,447,0.17,96.42,0,1.34,,(S),1.12,,,,"",,81850.98,white
CHMIEL,16868,1690,0.57,95.74,,0.41,,1.48,2.01,16571,1595,95,6.0%,-297,,white
CHMIELEWSKI,9431,3449,1.17,96.81,0.29,0.43,0.17,0.58,1.71,8818,3421,28,0.8%,-613,,white
CHMURA,16958,1676,0.57,95.82,,,1.01,1.19,1.31,15539,1728,-52,-3.0%,-1419,,white
CHO,1038,33490,11.35,1.88,,95.12,,1.92,0.8,1277,25305,8185,32.3%,239,,asian
CHOAT,27452,878,0.3,92.14,1.14,1.14,0.8,2.39,2.39,26191,878,0,0.0%,-1261,,white
CHOATE,3179,11372,3.86,89.69,3.15,0.6,1.76,2.32,2.49,3002,11051,321,2.9%,-177,,white
CHOE,4560,7776,2.64,2.12,0.18,94.33,0.24,2.28,0.85,4682,6926,850,12.3%,122,,asian
CHOHAN,26025,942,0.32,6.26,,88.54,,3.72,0.85,33380,645,297,46.0%,7355,,asian
CHOI,674,50786,17.22,1.57,0.31,96.09,0.01,1.49,0.54,872,36390,14396,39.6%,198,,asian
CHOICE,14201,2114,0.72,6.91,86,1.14,0.43,2.89,2.65,13554,2055,59,2.9%,-647,,black
CHOINIERE,24802,1004,0.34,98.11,,,,0.9,0.5,23480,1009,-5,-0.5%,-1322,,white
CHOINSKI,42790,506,0.17,96.44,,,0,1.58,1.38,42983,474,32,6.8%,193,,white
CHOJNACKI,17337,1630,0.55,94.54,0.86,,,0.86,2.88,17101,1531,99,6.5%,-236,,white
CHOJNOWSKI,33343,685,0.23,95.91,,,0,1.17,2.34,32856,658,27,4.1%,-487,,white
CHOKSHI,22673,1131,0.38,2.74,0,94.25,0.97,1.33,0.71,30091,735,396,53.9%,7418,,asian
CHOLEWA,34223,663,0.22,87.93,,,5.13,3.17,2.56,33830,635,28,4.4%,-393,,white
CHOLICO,42094,516,0.17,2.52,,,0,0,96.71,54020,358,158,44.1%,11926,,hispanic
CHOLULA,38582,573,0.19,,,0,0,0,99.3,71610,254,319,125.6%,33028,,hispanic
CHOMA,36585,611,0.21,93.62,2.45,,,(S),2.45,32338,671,-60,-8.9%,-4247,,white
CHON,8981,3643,1.24,2.69,,90.28,,1.76,4.8,7958,3857,-214,-5.5%,-1023,,asian
CHONG,2392,15146,5.13,3.2,1.72,78.89,0.1,7.3,8.79,2561,12976,2170,16.7%,169,,asian
CHONKO,49965,394,0.15,96.45,,,0,1.27,1.78,,,,"",,82599.56,white
CHOO,15964,1819,0.62,4.23,,85.54,,6.32,2.86,17813,1449,370,25.5%,1849,,asian
CHOPP,27303,885,0.3,91.41,5.54,,,0.9,1.47,26614,861,24,2.8%,-689,,white
CHOPRA,10979,2897,0.98,5.35,0.31,89.26,0.31,3.62,1.14,14857,1829,1068,58.4%,3878,,asian
CHOQUETTE,14528,2052,0.7,94.59,,0.73,,1.17,2.78,14164,1946,106,5.4%,-364,,white
CHORBA,34495,656,0.22,97.26,,,0,0.76,1.37,32338,671,-15,-2.2%,-2157,,white
CHORNEY,42163,515,0.17,96.31,,0.97,,1.55,0.97,34711,616,-101,-16.4%,-7452,,white
CHOU,3610,9834,3.33,2.15,,94.11,,2.41,1.15,4163,7885,1949,24.7%,553,,asian
CHOUDHARY,18262,1521,0.52,2.76,,93.43,,2.43,0.92,30614,719,802,111.5%,12352,,asian
CHOUDHRY,17851,1567,0.53,5.42,1.15,87.94,0.51,3.19,1.79,23072,1034,533,51.5%,5221,,asian
CHOUDHURY,9226,3530,1.2,3.14,0.2,92.46,0.28,2.78,1.13,13067,2149,1381,64.3%,3841,,asian
CHOUINARD,9652,3362,1.14,95,0.21,0.89,0.33,1.13,2.44,9226,3251,111,3.4%,-426,,white
CHOUNG,42308,513,0.17,1.17,3.7,92.2,,2.53,,42134,485,28,5.8%,-174,,asian
CHOVAN,43206,500,0.17,95.8,1,,,1.4,1.6,38833,535,-35,-6.5%,-4373,,white
CHOVANEC,37391,596,0.2,96.31,0,0,0,0,3.69,35916,591,5,0.8%,-1475,,white
CHOW,2122,17059,5.78,3.51,0.59,87.04,0.04,4.79,4.03,2124,15650,1409,9.0%,2,,asian
CHOWDHURY,2997,11961,4.05,2.23,0.33,93.57,0.67,2.41,0.79,5539,5765,6196,107.5%,2542,,asian
CHOWNING,23920,1055,0.36,90.05,5.4,,,1.9,1.8,22999,1038,17,1.6%,-921,,white
CHOY,6467,5254,1.78,5.6,1.07,75.22,0,8.18,9.94,6166,5116,138,2.7%,-301,,asian
CHRETIEN,19019,1432,0.49,69.41,25.7,,,2.16,1.75,18278,1400,32,2.3%,-741,,white
CHRIS,24222,1036,0.35,76.06,11.87,3.19,3.47,1.64,3.76,24386,962,74,7.7%,164,,white
CHRISCO,29041,817,0.28,90.09,3.79,,,1.84,3.18,28298,795,22,2.8%,-743,,white
CHRISCOE,38439,576,0.2,91.15,6.08,,,(S),1.39,40397,510,66,12.9%,1958,,white
CHRISLEY,38850,568,0.19,95.07,1.76,,,1.41,1.06,38587,539,29,5.4%,-263,,white
CHRISMAN,5247,6647,2.25,92.22,1.61,0.47,0.75,1.87,3.08,4874,6613,34,0.5%,-373,,white
CHRIST,4854,7261,2.46,92.55,1.68,1.14,0.45,1.53,2.64,4644,6985,276,4.0%,-210,,white
CHRISTAL,48567,408,0.15,71.32,24.26,1.47,,(S),1.47,,,,"",,82391.7,white
CHRISTEN,8626,3813,1.29,89.25,5.22,1,0.55,1.73,2.26,8705,3475,338,9.7%,79,,white
CHRISTENBERRY,31068,747,0.25,96.25,,,,2.01,0.67,29210,764,-17,-2.2%,-1858,,white
CHRISTENBURY,37792,588,0.2,96.6,,,,1.53,1.19,37145,565,23,4.1%,-647,,white
CHRISTENSEN,433,75143,25.47,94.42,0.36,0.73,0.6,1.51,2.38,412,71144,3999,5.6%,-21,,white
CHRISTENSON,3346,10707,3.63,94.1,0.53,0.66,0.64,1.64,2.42,3139,10530,177,1.7%,-207,,white
CHRISTESON,41728,521,0.18,95.97,,,,1.54,1.34,40203,513,8,1.6%,-1525,,white
CHRISTIAN,626,54198,18.37,66.41,24.57,2.33,0.59,2.49,3.62,597,51177,3021,5.9%,-29,,white
CHRISTIANA,37993,584,0.2,91.61,3.25,,,1.2,2.74,28888,775,-191,-24.6%,-9105,,white
CHRISTIANO,13042,2354,0.8,93.08,2.25,,,1.19,3.02,15590,1721,633,36.8%,2548,,white
CHRISTIANS,23804,1062,0.36,92.09,1.51,0.56,0.75,1.04,4.05,20763,1183,-121,-10.2%,-3041,,white
CHRISTIANSEN,1854,19340,6.56,93.69,0.44,0.73,0.95,1.37,2.82,1760,18676,664,3.6%,-94,,white
CHRISTIANSON,3001,11951,4.05,94.34,0.38,0.54,0.71,1.66,2.36,2787,11866,85,0.7%,-214,,white
CHRISTIE,1931,18681,6.33,78.4,13.2,1.51,2.2,1.83,2.86,1874,17582,1099,6.3%,-57,,white
CHRISTINA,27260,887,0.3,83.88,3.38,3.27,0.68,1.24,7.55,20468,1205,-318,-26.4%,-6792,,white
CHRISTINE,19152,1418,0.48,87.94,5.01,1.34,0.49,1.62,3.6,16074,1656,-238,-14.4%,-3078,,white
CHRISTISON,29626,795,0.27,93.08,,1.51,,2.77,1.64,27848,812,-17,-2.1%,-1778,,white
CHRISTLEY,48021,414,0.15,92.03,5.07,,,(S),,,,,"",,82309.21,white
CHRISTLIEB,35671,630,0.21,91.9,,,1.11,1.75,4.13,37788,553,77,13.9%,2117,,white
CHRISTMAN,2988,11987,4.06,92.27,2.76,0.6,0.58,1.74,2.04,2814,11693,294,2.5%,-174,,white
CHRISTMANN,30538,764,0.26,93.46,,,0.92,2.09,2.75,30582,720,44,6.1%,44,,white
CHRISTNER,9455,3441,1.17,95.67,0.49,0.67,0.38,1.1,1.69,9853,3026,415,13.7%,398,,white
CHRISTO,30538,764,0.26,89.92,,1.83,,2.23,4.45,25147,925,-161,-17.4%,-5391,,white
CHRISTOFF,18550,1487,0.5,92,3.7,0.34,0.61,1.34,2.02,17170,1522,-35,-2.3%,-1380,,white
CHRISTOFFEL,48109,413,0.15,95.88,,,0,1.45,1.45,,,,"",,82323.78,white
CHRISTOFFERSEN,19234,1410,0.48,91.99,,,1.99,2.41,2.7,19090,1318,92,7.0%,-144,,white
CHRISTOFFERSON,13654,2218,0.75,94,,,0.95,1.67,2.34,12971,2167,51,2.4%,-683,,white
CHRISTOPH,28746,828,0.28,89.49,4.23,1.21,0,1.69,3.38,27344,831,-3,-0.4%,-1402,,white
CHRISTOPHE,27898,860,0.29,15.23,78.26,0.58,0.7,1.86,3.37,32782,660,200,30.3%,4884,,black
CHRISTOPHER,1214,29067,9.85,73.71,18.9,1.27,0.5,2.17,3.45,1124,28493,574,2.0%,-90,,white
CHRISTOPHERSEN,26143,936,0.32,96.37,,0.64,,1.39,1.18,26946,847,89,10.5%,803,,white
CHRISTOPHERSON,5673,6115,2.07,94.75,0.36,0.59,0.52,1.26,2.52,5532,5774,341,5.9%,-141,,white
CHRISTOPOULOS,40144,546,0.19,95.6,,,0,(S),2.75,41522,494,52,10.5%,1378,,white
CHRISTY,2621,13750,4.66,88.41,5.11,1.46,1,1.51,2.5,2484,13295,455,3.4%,-137,,white
CHRISWELL,37848,587,0.2,84.33,12.27,,,2.04,0.85,37881,551,36,6.5%,33,,white
CHROBAK,38332,578,0.2,98.1,0,0,,(S),1.04,41130,500,78,15.6%,2798,,white
CHRONIS,46678,429,0.16,87.41,,,0,2.1,10.26,,,,"",,82099.71,white
CHRONISTER,10050,3205,1.09,93.67,0.16,0.5,1.25,2.03,2.4,9550,3123,82,2.6%,-500,,white
CHROSTOWSKI,34801,649,0.22,97.84,,,0,0.77,1.08,35621,597,52,8.7%,820,,white
CHRYSLER,21080,1246,0.42,94.22,,,0.8,2.49,1.85,20284,1220,26,2.1%,-796,,white
CHRYSTAL,39773,552,0.19,84.24,11.78,,,0.91,2.17,36999,568,-16,-2.8%,-2774,,white
CHRZAN,36788,607,0.21,98.02,,0.82,,(S),,35187,606,1,0.2%,-1601,,white
CHRZANOWSKI,17481,1612,0.55,95.91,,0.5,,1.49,2.05,16954,1547,65,4.2%,-527,,white
CHU,1238,28508,9.66,2.61,,92.14,,3.3,1.68,1328,24381,4127,16.9%,90,,asian
