q326,q327,q328,q329,q330,q331,q332,q333,q334,q335,q336,q395,q396,q397,q398,q399,q400,q401,q402,q403,q404,q405,q406,q407,q408,F_GT_UGA,F_GT,F_UGA,F_ONLY
0,,,4,2,1,0,0,0,1,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30307,0,0,0,1
6,5,Sports,4,2,1,1,0,0,0,0,Male,Under 25,High school diploma,White,,,,,,,No,No,Less than $25k,30236,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,No,No,$250k or more,30342,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,Under 25,Some college,,,,,Eastern Indian,,,No,No,Prefer not to answer,30309,0,1,0,0
1,1,Real-time strategy,1,0,0,0,0,0,0,0,Female,25-34,Some college,,,,Asian,,,,Yes,Yes,"$100k-$149,999",30096,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,0,Other,3,2,1,0,0,0,0,0,Female,25-34,Bachelors degree,,,,,,Other,,No,No,Prefer not to answer,30342,0,0,0,0
3,1,First-person shooters,3,2,1,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30022,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
4,1,Role playing game,3,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30307,0,0,0,1
0,,,,,0,0,0,0,0,0,Female,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30033,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,,0,0,0,0,1,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30341,1,0,0,0
0,,Other,,1,1,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30039,1,0,0,0
4,1,Multiplayer online battle arena (MOBA),3,2,0,1,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,Prefer not to answer,30024,0,0,1,0
1,1,Racing,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,,,African American,,,,,No,No,"$100k-$149,999",30087,0,0,0,1
1,1,Sports,5,6,1,0,0,1,1,0,Male,35-44,Technical degree,,,,,,Other,,Yes,Yes,"$25k-$49,999",30134,1,0,0,0
0,,Other,4,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30319,0,0,1,0
1,0,Sports,3,1,1,0,0,1,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30317,1,0,0,0
2,1,Fighting,4,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30127,0,0,1,0
4,2,Sports,5,2,1,1,0,0,0,0,Male,Under 25,Bachelors degree,,,,Asian,,,,No,No,Less than $25k,30097,1,0,0,0
0,,Other,2,1,0,0,0,1,0,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,"$50k-$74,999",30214,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30213,0,0,0,0
4,2,Sports,4,3,0,1,1,0,1,1,Male,35-44,Some college,,,African American,,,,,Yes,Yes,"$50k-$74,999",30044,0,0,0,0
0,,Real-time strategy,3,4,1,0,0,0,0,0,Female,35-44,Technical degree,,,African American,,,,,,,,,0,0,0,0
0,,,1,4,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,,,African American,,,,,No,Yes,"$75k-$99,999",30030,0,1,0,0
0,,,3,1,1,0,0,1,0,0,Female,Under 25,High school diploma,White,,,,,,,No,No,"$75k-$99,999",35771,0,0,0,1
0,,Other,3,1,1,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$75k-$99,999",31210,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
2,1,Sports,4,3,1,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,Other,,Yes,Yes,"$50k-$74,999",30236,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,5,4,0,0,0,0,1,0,Female,45-54,Some college,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30236,0,0,0,1
0,,,5,4,0,0,0,0,1,0,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",30032,0,0,0,1
0,,Other,5,4,1,0,0,0,1,0,Male,45-54,High school diploma,,,African American,,,,,Yes,No,"$50k-$74,999",30813,1,0,0,0
1,1,Sports,4,2,1,1,0,0,0,0,Male,35-44,High school diploma,White,,,,,,,Yes,Yes,"$75k-$99,999",30274,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30742,0,0,1,0
2,1,Fighting,1,0,0,0,0,0,0,0,Male,45-54,Some college,,,African American,,,,,Yes,Yes,"$150k-$249,999",30035,1,0,0,0
4,2,Sports,5,6,0,0,0,0,1,0,Male,25-34,Bachelors degree,,,African American,,,,,No,Yes,"$75k-$99,999",75901,1,0,0,0
1,1,Sports,3,2,0,0,0,0,1,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$50k-$74,999",,0,0,0,1
0,,,,0,0,0,0,0,0,0,Female,45-54,Technical degree,White,,,,,,,No,Yes,"$50k-$74,999",30040,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Some college,White,,,,,,,No,No,"$50k-$74,999",30047,1,0,0,0
0,,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,Other,,No,No,"$25k-$49,999",30067,0,0,0,1
2,1,Racing,3,1,1,0,0,0,0,0,Female,Prefer not to answer,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30092,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30328,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,,0,0,0,1
4,3,Sports,5,3,1,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,No,No,"$50k-$74,999",30328,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,5,4,0,0,0,0,1,0,Female,45-54,High school diploma,,,African American,,,,,Yes,No,"$50k-$74,999",30045,1,0,0,0
0,,Sports,2,0,0,0,0,0,0,0,Female,25-34,Some college,,,,,,,Exclusive / Prefer not to answer,Yes,Yes,Prefer not to answer,30012,1,0,0,0
1,0,Sports,2,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30043,1,0,0,0
0,,Other,5,4,0,0,0,0,1,0,Female,35-44,Bachelors degree,,,African American,,,,,No,Yes,"$25k-$49,999",30315,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
3,0,Sports,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30327,0,0,0,0
1,1,Sports,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30102,0,0,0,0
0,,,,,0,0,0,0,0,0,Female,35-44,High school diploma,,,African American,,,,,No,Yes,Less than $25k,30349,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,4,1,0,0,1,1,0,Female,35-44,Some college,White,,,,,,,No,Yes,"$75k-$99,999",30519,0,0,1,0
0,,Fighting,4,4,0,0,0,0,1,0,Female,25-34,Bachelors degree,,,African American,,,,,No,No,"$25k-$49,999",30213,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30350,0,0,0,0
4,1,First-person shooters,3,2,0,1,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,$250k or more,30062,0,0,1,0
4,2,Sports,3,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$100k-$149,999",30319,0,0,0,1
0,,,4,4,0,0,0,0,1,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$50k-$74,999",30024,1,0,0,0
4,3,Fighting,2,1,1,0,0,1,0,0,Female,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,"$100k-$149,999",30072,0,1,0,0
0,,Sports,3,2,1,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",35080,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,,Yes,"$100k-$149,999",30269,0,0,0,1
1,0,Racing,3,4,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Prefer not to answer,Prefer not to answer,36830,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,Yes,Yes,"$100k-$149,999",30078,0,0,1,0
4,2,Real-time strategy,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30519,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30064,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
4,2,Real-time strategy,1,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",35614,0,0,0,1
0,,Sports,4,0,0,0,0,0,0,0,Male,45-54,High school diploma,,,African American,,,,,No,Yes,"$25k-$49,999",30134,0,1,0,0
3,2,Sports,4,1,1,0,0,0,0,0,Male,Under 25,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$50k-$74,999",30332,0,1,0,0
1,1,Sports,4,4,0,0,0,0,1,0,Female,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Yes,Prefer not to answer,30067,1,0,0,0
5,4,Sports,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,"$25k-$49,999",30064,1,0,0,0
0,,,4,4,1,0,0,1,1,0,Female,45-54,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30268,0,0,1,0
3,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30263,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,,,,Other,,Yes,Yes,"$150k-$249,999",30052,0,0,1,0
3,2,Sports,2,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,,,,,Eastern Indian,,,No,No,$250k or more,30152,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30030,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
2,0,Sports,4,4,1,0,1,0,1,1,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,Under 25,Some college,,,African American,,,,,No,No,"$50k-$74,999",30273,1,0,0,0
2,1,Sports,4,4,0,0,0,0,1,1,Male,45-54,Some college,,,African American,,,,,No,Yes,"$50k-$74,999",30086,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Some college,,,African American,,,,,No,Yes,"$25k-$49,999",30062,1,0,0,0
1,0,Sports,2,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,"$150k-$249,999",30019,1,0,0,0
0,,,4,4,0,0,0,0,1,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30809,0,0,1,0
1,0,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,No,Yes,"$75k-$99,999",30141,0,0,0,0
0,,Racing,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30345,0,0,0,0
0,,Other,,0,0,0,0,0,0,0,Male,55-64,Some college,,,African American,,,,,Yes,No,"$150k-$249,999",37040,0,1,0,0
1,0,Sports,1,2,0,0,0,0,1,0,Female,35-44,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30082,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,Yes,"$150k-$249,999",30045,0,0,1,0
0,,Other,4,4,1,0,0,1,0,0,Female,45-54,Advanced or professional degree,,,African American,,,,,No,Yes,"$150k-$249,999",30331,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,1,Real-time strategy,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$25k-$49,999",30076,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30253,0,0,1,0
0,,,5,4,1,0,0,1,1,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,29615,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,Yes,Yes,"$100k-$149,999",30736,0,1,0,0
1,0,Other,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,Yes,Yes,"$75k-$99,999",,0,0,1,0
2,1,Role playing game,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$50k-$74,999",31023,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,No,No,"$25k-$49,999",31210,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
3,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,Other,,No,No,"$25k-$49,999",30338,0,0,0,0
0,,,,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,,Hispanic,,,,Other,,No,No,"$50k-$74,999",30326,0,0,0,0
1,0,Fighting,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,,,African American,,,,,No,Yes,Prefer not to answer,30331,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$100k-$149,999",,0,0,0,1
0,,Other,4,0,0,0,0,0,0,0,Male,45-54,High school diploma,,,African American,,,,,No,No,Less than $25k,30093,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
2,0,Sports,3,2,0,0,0,0,1,0,Female,35-44,Bachelors degree,,Hispanic,,,,,,Yes,Yes,"$100k-$149,999",30115,0,0,0,1
4,1,Multiplayer online battle arena (MOBA),4,1,1,0,0,1,1,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30319,0,0,1,0
0,,Real-time strategy,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,No,No,"$150k-$249,999",30354,0,0,0,1
0,,,3,2,1,0,0,0,0,0,Male,35-44,Advanced or professional degree,,Hispanic,,,,,,Yes,Yes,"$100k-$149,999",30009,0,0,0,1
2,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,,,Asian,Eastern Indian,,,No,No,"$100k-$149,999",30307,0,0,0,1
1,1,Sports,5,0,0,0,0,0,0,0,Female,Under 25,Some college,,,African American,,,,,No,No,Less than $25k,30117,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,Yes,"$25k-$49,999",30248,0,0,1,0
0,,Other,1,4,0,0,0,0,1,0,Female,45-54,Some college,,,African American,,,,,No,No,"$50k-$74,999",30291,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
5,2,First-person shooters,2,2,1,1,0,0,0,0,Male,Under 25,Technical degree,White,,,Asian,,,,No,No,"$25k-$49,999",30096,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,1,Sports,5,3,0,0,0,0,0,1,Female,25-34,Bachelors degree,,,African American,,,,,No,No,"$25k-$49,999",30260,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30316,0,0,0,0
4,2,Sports,5,1,1,0,0,0,0,0,Male,35-44,High school diploma,White,,,,,,,No,Yes,"$25k-$49,999",35134,0,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,35-44,Some college,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30312,0,0,0,0
0,,,5,5,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,No,Yes,"$50k-$74,999",30317,0,0,0,0
0,,,,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,No,No,Prefer not to answer,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Technical degree,White,,,,,,,Yes,No,Prefer not to answer,,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Male,Under 25,Advanced or professional degree,White,,,,,,,No,No,"$25k-$49,999",30534,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30126,0,0,0,1
1,1,Fighting,1,0,0,0,0,0,0,0,Male,Under 25,Some college,,,African American,,,,,No,No,"$25k-$49,999",30043,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,0,Sports,2,2,0,0,0,1,1,0,Female,35-44,Some college,,,,,,Other,,Yes,Yes,"$50k-$74,999",30083,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30028,0,0,1,0
3,0,Sports,3,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,,,Asian,,,,No,No,"$100k-$149,999",30329,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,35-44,Some college,White,,,,,,,Yes,No,"$100k-$149,999",30233,0,0,0,0
2,2,Sports,,2,1,0,0,0,1,0,Male,55-64,Technical degree,,,,,,,Exclusive / Prefer not to answer,Yes,Prefer not to answer,Prefer not to answer,30014,0,0,0,0
4,0,Other,3,1,1,0,0,1,0,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30017,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
2,1,Sports,2,4,0,0,0,0,1,0,Male,35-44,High school diploma,,,African American,,,,,No,No,"$50k-$74,999",30315,0,0,0,1
1,0,Sports,2,1,1,0,0,0,0,0,Male,55-64,Some college,,,African American,,,,,Yes,No,"$100k-$149,999",29607,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,,Asian,,,,Yes,Yes,"$50k-$74,999",,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,55-64,Some college,,,African American,,,,,No,No,"$75k-$99,999",95148,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,1,Other,4,0,0,0,0,0,0,0,Male,Under 25,High school diploma,,,,Asian,,,,No,No,Less than $25k,30097,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,35-44,Some college,,,,,,Other,,No,No,$250k or more,30233,0,0,1,0
0,,Real-time strategy,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30324,1,0,0,0
3,2,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",44113,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30046,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,No,No,Prefer not to answer,30080,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Prefer not to answer,White,,,,,,,Yes,Yes,Prefer not to answer,30217,0,0,1,0
2,1,Racing,4,3,0,0,0,0,1,0,Female,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30002,0,0,0,1
2,0,Multiplayer online battle arena (MOBA),1,0,0,0,0,0,0,0,Female,45-54,,,Hispanic,,,,,,Yes,Yes,"$75k-$99,999",30043,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30004,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",30101,0,0,0,1
3,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,,,African American,,,,,,Yes,"$100k-$149,999",36117,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30062,1,0,0,0
2,2,Sports,4,0,0,0,0,0,0,0,Male,35-44,Some college,,,African American,,,,,Yes,Yes,"$50k-$74,999",,1,0,0,0
1,3,Multiplayer online battle arena (MOBA),4,4,0,0,0,1,0,0,Prefer not to answer,25-34,Advanced or professional degree,,,African American,,,,,No,Prefer not to answer,"$25k-$49,999",30233,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,1,4,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30024,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30068,0,0,0,1
4,1,Sports,4,,1,0,0,0,0,0,Male,45-54,,,,,,Eastern Indian,,,Yes,No,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30904,0,0,1,0
0,,,2,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30341,1,0,0,0
1,0,Sports,2,1,1,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,No,Yes,"$75k-$99,999",,0,0,0,1
0,,Real-time strategy,3,6,0,0,0,1,0,0,Female,35-44,Some college,White,,,,,,,Prefer not to answer,Yes,"$25k-$49,999",30157,1,0,0,0
1,0,Role playing game,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30518,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30038,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
3,1,Sports,4,4,1,1,0,1,1,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30517,1,0,0,0
2,2,Racing,2,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,Yes,"$50k-$74,999",30004,0,0,0,0
0,,First-person shooters,3,1,1,0,0,0,1,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",30328,0,0,1,0
0,,Sports,4,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,Hispanic,,,,,,Yes,Yes,"$150k-$249,999",30345,0,0,0,1
4,1,First-person shooters,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30277,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,No,Yes,Prefer not to answer,30189,0,0,0,1
4,2,First-person shooters,5,4,1,0,0,0,1,0,Male,Under 25,Less than a high school diploma,,,African American,,,,,No,No,Less than $25k,30236,0,0,0,1
0,,Other,2,1,1,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,African American,,,,,Yes,No,"$75k-$99,999",30518,0,0,1,0
4,0,Sports,4,4,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30338,1,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,40213,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,0,Other,1,0,0,0,0,0,0,0,Male,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,No,No,Prefer not to answer,31061,0,0,0,1
1,0,Sports,3,1,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",36801,0,0,0,1
4,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,No,Yes,Prefer not to answer,30102,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
4,2,Multiplayer online battle arena (MOBA),3,4,1,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30022,0,1,0,0
1,0,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30461,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,First-person shooters,2,0,0,0,0,0,0,0,Female,Under 25,Some college,,,,Asian,,,,No,No,Less than $25k,30303,0,0,0,0
0,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
